,id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:quantity,field:quantity observed
38416,95805489,db45530a-6079-4c92-a71e-d59baa907ba5,Wed Sep 22 2021 11:30:59 GMT-0500 (CDT),2021-09-22,2021-09-22 11:30:59 UTC,UTC,2576734,cactusbill,,2021-09-22 23:10:39 UTC,2021-09-24 19:24:20 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95805489,https://inaturalist-open-data.s3.amazonaws.com/photos/159101327/medium.jpg,,,,1,0,False,3.0,"San Antonio Botanical Garden, San Antonio, TX, US",29.4605026413,-98.4563221991,12.0,,,,12.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38417,95805540,ae23caf2-5341-4b27-8165-dd80e2431179,Wed Sep 22 2021 19:10:55 GMT -0400 (EDT),2021-09-22,2021-09-22 23:10:55 UTC,Eastern Time (US & Canada),4942409,justin963,Justin Rocovich,2021-09-22 23:11:03 UTC,2022-09-02 02:00:35 UTC,research,,https://www.inaturalist.org/observations/95805540,https://static.inaturalist.org/photos/159091841/medium.jpeg,,,,1,0,False,333.0,Plattsburgh,44.6897506714,-73.4678421021,72.0,,,,72.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38418,95805642,78aee7cd-9566-496f-a063-2aa1c89ff8dc,2021-09-22 17:43:49,2021-09-22,2021-09-22 22:43:49 UTC,Central Time (US & Canada),3434522,annanderson,Ann Anderson,2021-09-22 23:12:16 UTC,2023-07-08 06:44:11 UTC,research,CC0,https://www.inaturalist.org/observations/95805642,https://inaturalist-open-data.s3.amazonaws.com/photos/159091957/medium.jpeg,,,,1,0,False,2.0,"Bolingbrook, IL 60440, USA",41.734177,-88.087187,,,,,,,,False,gps,gps,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38419,95806370,d45811ba-dbb8-4e89-a402-4c2217d31769,Wed Sep 22 2021 18:21:19 GMT-0500 (CDT),2021-09-22,2021-09-22 23:21:19 UTC,Central Time (US & Canada),4909612,machamochi,,2021-09-22 23:22:32 UTC,2021-09-22 23:58:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95806370,https://inaturalist-open-data.s3.amazonaws.com/photos/159093501/medium.jpg,,,Found growing over a fence,1,0,False,3.0,"Hyde Park Dr, Round Rock, TX, US",30.5293951384,-97.6426702777,65.0,,,,65.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38420,95807197,4e033aa2-df49-4606-a1c2-54affd576510,2021/09/17 8:44 AM MDT,2021-09-17,2021-09-17 14:44:00 UTC,Mountain Time (US & Canada),265030,nickmoore91,Nick Moore,2021-09-22 23:31:12 UTC,2023-01-10 23:06:53 UTC,research,CC0,https://www.inaturalist.org/observations/95807197,https://inaturalist-open-data.s3.amazonaws.com/photos/159092893/medium.jpg,,,,1,0,False,,"Sarasota, Florida, United States",27.1754,-82.4601666667,4.0,,,,4.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38421,95809662,94b240ab-1526-4f58-a338-489677bf0b61,Tue Sep 14 2021 16:03:16 GMT-0400 (EDT),2021-09-14,2021-09-14 20:03:16 UTC,Eastern Time (US & Canada),4905541,madelinehamilton,Madeline Hamilton,2021-09-22 23:57:10 UTC,2021-09-23 02:25:14 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95809662,https://inaturalist-open-data.s3.amazonaws.com/photos/159099231/medium.jpg,,,,1,0,False,3.0,"Pikeville, KY, US",37.466175,-82.5446466667,4.0,,,,4.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38422,95810988,f4df6059-fb13-413a-9b7e-539217d140c4,2021-09-22 14:22:10,2021-09-22,2021-09-22 18:22:10 UTC,Eastern Time (US & Canada),1280843,joetherealdeal,Joe Steiner,2021-09-23 00:13:43 UTC,2021-09-23 14:44:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95810988,https://inaturalist-open-data.s3.amazonaws.com/photos/159101714/medium.jpeg,,,,1,0,False,2.0,"Putnam Valley, NY 10579, USA",41.42034,-73.8684219722,,,,,,,,False,gps,gps,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38423,95813542,4279f008-371b-4032-bd1c-dbc77d31f7e8,2021-09-22 14:10:09,2021-09-22,2021-09-22 18:10:09 UTC,Eastern Time (US & Canada),1826128,swampythings,Kristina Necovska,2021-09-23 00:45:27 UTC,2021-09-23 14:41:55 UTC,research,CC-BY-NC-ND,https://www.inaturalist.org/observations/95813542,https://inaturalist-open-data.s3.amazonaws.com/photos/159106417/medium.jpeg,,,,1,0,False,2.0,"twinney pond park, ridgewood, nj",40.989514,-74.099817,15.0,,,,15.0,,,False,,manual,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38424,95816338,5ecd792c-e045-4b15-bb96-8eaaba6fa57b,Tue Sep 14 2021 08:58:11 GMT-0400 (EDT),2021-09-14,2021-09-14 12:58:11 UTC,Eastern Time (US & Canada),4903525,mikaylablair,,2021-09-23 01:22:13 UTC,2022-09-02 02:00:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95816338,https://inaturalist-open-data.s3.amazonaws.com/photos/159312544/medium.jpg,,,,1,0,False,3.0,"Pikeville, KY, US",37.4680466667,-82.5463633333,24.0,,,,24.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
38425,95818334,ddc01339-0fd8-4f90-9de9-a9ec5c40634c,Wed Sep 15 2021 14:27:55 GMT-0400 (EDT),2021-09-15,2021-09-15 18:27:55 UTC,Eastern Time (US & Canada),4935153,sjlongville,,2021-09-23 01:50:52 UTC,2021-10-12 15:47:44 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/95818334,https://inaturalist-open-data.s3.amazonaws.com/photos/159116360/medium.jpg,,,,1,0,False,3.0,"Jefferson, Wooster, OH, US",40.8135,-82.0190888333,65.0,,,,65.0,,,False,,,Virginia creeper,Parthenocissus quinquefolia,Virginia creeper,Plantae,50278,,
