,id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:quantity,field:quantity observed
112126,188744015,6569fcbf-785f-41f0-832b-c7a55fa89fe2,2023/10/19 9:06 AM,2023-10-19,2023-10-19 16:06:00 UTC,Arizona,3263485,gluckert,Gregory Luckert,2023-10-24 03:33:25 UTC,2023-10-24 12:21:48 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188744015,https://inaturalist-open-data.s3.amazonaws.com/photos/330433725/medium.jpeg,,,,2,0,False,,"Sabino Canyon Recreation Area, Catalina Foothills, AZ 85750, USA",32.308810234,-110.8183046106,100.0,,,,100.0,,open,False,,,Harris' Antelope Squirrel,Ammospermophilus harrisii,Harris' Antelope Squirrel,Mammalia,46256,,
112127,188749882,8dd2fbea-db11-41a0-88b6-7145273c1221,2023/10/21 11:05 AM,2023-10-21,2023-10-21 18:05:00 UTC,Pacific Time (US & Canada),2615414,samrawlins,Sam Rawlins,2023-10-24 05:04:58 UTC,2023-10-24 16:11:18 UTC,research,,https://www.inaturalist.org/observations/188749882,https://inaturalist-open-data.s3.amazonaws.com/photos/330448339/medium.jpg,,,,2,0,False,,"Yosemite National Park, Mariposa, California, United States",37.74581165,-119.5934649,,,,,,,open,False,,,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007,,
112128,188756405,e6559615-535e-452a-afce-b5b4389d0086,Thu Oct 05 2023 21:16:23 GMT+0000 (Coordinated Universal Time),2023-10-05,2023-10-06 01:16:23 UTC,Eastern Time (US & Canada),1859718,alamance_nc,,2023-10-24 07:07:30 UTC,2023-10-24 20:21:25 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188756405,https://inaturalist-open-data.s3.amazonaws.com/photos/330463254/medium.jpeg,,,ecoEXPLORE Username: coltonfindsit,2,0,False,349.0,"North Carolina, US",36.0112085416,-79.5109089083,,,,,28592.0,obscured,open,True,,,Groundhog,Marmota monax,Groundhog,Mammalia,46095,,
112129,188759156,3f84dde7-4434-4779-8b1d-8995d0dc2fd6,2023-09-29 13:27:56-07:00,2023-09-29,2023-09-29 20:27:56 UTC,Pacific Time (US & Canada),473488,thesafarihiker,Daniel Hetzel,2023-10-24 08:06:57 UTC,2024-09-11 06:14:22 UTC,research,CC0,https://www.inaturalist.org/observations/188759156,https://static.inaturalist.org/photos/330469929/medium.jpg,,,,2,0,False,3.0,"Joshua Tree National Park, Yucca Valley, CA, US",34.0721333333,-116.390625,4.0,,,,4.0,,open,False,,,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007,,
112130,188764332,cf2c3f86-aba0-44af-9115-2d97ef765407,2016/08/06 2:09 PM,2016-08-06,2016-08-06 21:09:00 UTC,Pacific Time (US & Canada),4989548,lizzywenk,,2023-10-24 09:47:10 UTC,2024-05-09 23:33:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188764332,https://inaturalist-open-data.s3.amazonaws.com/photos/330480397/medium.jpeg,,,,2,0,False,,"Madera County, CA, USA",37.5595567667,-119.4330325333,,,,,,,open,False,,,Yellow-bellied Marmot,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,46086,,
112131,188765189,6bea4173-47bc-43df-8b70-423809dd9d48,2023-06-21 14:59:08,2023-06-21,2023-06-21 20:59:08 UTC,Mountain Time (US & Canada),7551095,gmbase3,,2023-10-24 10:01:26 UTC,2023-10-24 17:04:02 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188765189,https://static.inaturalist.org/photos/330483076/medium.jpeg,,,,1,0,False,2.0,"Crazy Horse, SD 57730, USA",43.7925541173,-103.6300595105,784016.0,,,,784016.0,,open,False,gps,gps,Yellow-bellied Marmot,Marmota flaviventris,Yellow-bellied Marmot,Mammalia,46086,,
112132,188777229,83cbf524-1a10-4e84-b69a-dbe61013c63b,2023-07-05 18:30:58,2023-07-05,2023-07-06 00:30:58 UTC,Mountain Time (US & Canada),393684,jameslee97,James Lee,2023-10-24 13:24:50 UTC,2023-10-26 22:56:45 UTC,research,,https://www.inaturalist.org/observations/188777229,https://static.inaturalist.org/photos/330509426/medium.jpeg,,,,1,0,False,2.0,"Taos, NM 87571, USA",36.3841966,-105.5846358,,,,,,,open,False,,,Gunnison's Prairie Dog,Cynomys gunnisoni,Gunnison's Prairie Dog,Mammalia,46180,,
112133,188778211,94ccb1ef-b8ea-41c5-b651-8385347aaefd,2023/10/22 10:26 AM,2023-10-22,2023-10-22 17:26:00 UTC,Pacific Time (US & Canada),4116284,sbzooguy,Rich Block,2023-10-24 13:38:17 UTC,2023-10-25 21:06:18 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188778211,https://inaturalist-open-data.s3.amazonaws.com/photos/330511556/medium.jpeg,,,,3,0,False,,"Lake Los Carneros Goleta, CA, USA",34.4403513048,-119.848369611,4.0,,,,4.0,,open,False,,,California Ground Squirrel,Otospermophilus beecheyi,California Ground Squirrel,Mammalia,180007,,
112134,188787011,da661629-b2e1-4a48-87a7-43e96d2bd998,2020-05-29 13:38:25,2020-05-29,2020-05-29 17:38:25 UTC,Eastern Time (US & Canada),1946743,connormac,Connor McInerney,2023-10-24 15:04:51 UTC,2024-04-24 01:26:52 UTC,research,CC-BY,https://www.inaturalist.org/observations/188787011,https://inaturalist-open-data.s3.amazonaws.com/photos/330528025/medium.jpeg,,,,2,0,False,2.0,"Location: 39.937722, -75.576211",39.9377220231,-75.5762111396,4.0,,,,4.0,,open,False,gps,gps,Groundhog,Marmota monax,Groundhog,Mammalia,46095,,
112135,188790469,d000907b-a4a5-4337-835b-412dc6655747,2023-10-02 17:38:03-04:00,2023-10-02,2023-10-02 21:38:03 UTC,Eastern Time (US & Canada),4513571,zooanimal,,2023-10-24 15:40:57 UTC,2023-10-24 15:45:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/188790469,https://inaturalist-open-data.s3.amazonaws.com/photos/330534879/medium.jpg,,,,1,0,False,3.0,"N Prospect St, Amherst, MA, US",42.3791966667,-72.5222783333,4.0,,,,4.0,,open,False,,,Groundhog,Marmota monax,Groundhog,Mammalia,46095,,
