,id,uuid,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:quantity,field:quantity observed
75621,89959123,b1ae78f9-5fce-4800-9404-875a286d96bf,2021/08/04 9:38 AM PDT,2021-08-04,2021-08-04 16:38:00 UTC,Pacific Time (US & Canada),261717,richbreisch,Richard Breisch,2021-08-04 21:47:46 UTC,2021-08-05 22:53:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89959123,https://inaturalist-open-data.s3.amazonaws.com/photos/148608193/medium.jpeg,,,With hind end of a Mallard.,2,0,False,,"Santee, CA, USA",32.85593,-117.00611,12.0,,,,12.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75622,89960248,84389786-fa5c-4523-90bd-5dd71e7a7a08,Wed Aug 04 2021 12:29:08 GMT-0400 (EDT),2021-08-04,2021-08-04 16:29:08 UTC,Eastern Time (US & Canada),3151168,dudleyam,,2021-08-04 21:58:21 UTC,2023-09-11 11:33:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89960248,https://inaturalist-open-data.s3.amazonaws.com/photos/148610883/medium.jpg,,,,4,1,False,3.0,"St John Rd, Borden, IN, US",38.4156685809,-85.8961797929,8826.0,,,,8826.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75623,89962114,d654aed7-f761-47da-a298-c7721bc4d8b9,2021-08-04 18:12:57,2021-08-04,2021-08-04 22:12:57 UTC,Eastern Time (US & Canada),3775827,tessa_wallace,Tessa Wallace,2021-08-04 22:17:48 UTC,2021-10-16 20:32:06 UTC,research,,https://www.inaturalist.org/observations/89962114,https://static.inaturalist.org/photos/149088411/medium.jpeg,,,,2,0,False,2.0,"New Baltimore, MI 48047, USA",42.67801103,-82.73278029,4.0,,,,4.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75624,89962530,132b2c98-c9f9-4e9d-901d-547e07750410,Wed Aug 04 2021 14:36:11 GMT-0400 (EDT),2021-08-04,2021-08-04 18:36:11 UTC,Eastern Time (US & Canada),572980,sadawolk,Sandy Wolkenberg,2021-08-04 22:21:38 UTC,2021-08-05 00:14:27 UTC,research,CC-BY,https://www.inaturalist.org/observations/89962530,https://inaturalist-open-data.s3.amazonaws.com/photos/148615184/medium.jpg,,,,2,0,False,3.0,"Cooper Pond, Bergenfield, NJ, US",40.9297599087,-74.0021433702,22.0,,,,22.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75625,89963375,54a3aa0b-fa5a-489f-a62b-6ad4e56b8602,Wed Aug 04 2021 18:27:51 GMT-0400 (EDT),2021-08-04,2021-08-04 22:27:51 UTC,Eastern Time (US & Canada),4557654,annushka_nys,,2021-08-04 22:29:22 UTC,2021-12-23 18:55:29 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89963375,https://inaturalist-open-data.s3.amazonaws.com/photos/148616766/medium.jpg,,,,3,0,False,3.0,"Bronx River Parkway Reservation, Yonkers, NY, US",40.977695,-73.81337,116.0,,,,116.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75626,89964469,6157768e-18d1-4e09-a68e-e728832d44b4,2021/08/04 1:34 PM CDT,2021-08-04,2021-08-04 18:34:00 UTC,Central Time (US & Canada),18812,mako252,Jon McIntyre,2021-08-04 22:38:26 UTC,2021-08-09 00:44:17 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89964469,https://inaturalist-open-data.s3.amazonaws.com/photos/148617868/medium.jpeg,,,,4,0,False,,"Port Aransas, TX, USA",27.827201726,-97.0795655743,2.0,,,,2.0,,open,False,,,Mottled Duck,Anas fulvigula,Mottled Duck,Aves,6948,,
75627,89968117,bc279a4f-fa76-4ea8-8cc1-e811e4ed8234,Wed Aug 04 2021 18:14:49 GMT-0500 (CDT),2021-08-04,2021-08-04 23:14:49 UTC,Central Time (US & Canada),4824502,cahamed,,2021-08-04 23:14:51 UTC,2021-08-04 23:45:33 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89968117,https://inaturalist-open-data.s3.amazonaws.com/photos/148624344/medium.jpg,,,,3,0,False,3.0,"Wilson Creek Pkwy, McKinney, TX, US",33.1856395149,-96.6271375985,266.0,,,,266.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75628,89968847,26213f40-df4e-49ae-ae7a-7076e17b09ce,Tue Aug 03 2021 14:44:02 GMT-0500 (CDT),2021-08-03,2021-08-03 14:44:02 UTC,UTC,4812558,audrey448,Audrey Rivera,2021-08-04 23:21:27 UTC,2021-08-05 22:58:28 UTC,research,,https://www.inaturalist.org/observations/89968847,https://static.inaturalist.org/photos/148625407/medium.jpg,,,,4,1,False,3.0,"Oldoak Park Dr, San Antonio, TX, US",29.5674166667,-98.4287716667,4.0,,,,4.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75629,89969017,f2f3b67e-2ff2-49eb-9242-17d3c13ddbad,Tue Aug 03 2021 18:22:00 GMT-0500 (CDT),2021-08-03,2021-08-03 18:22:00 UTC,UTC,4812558,audrey448,Audrey Rivera,2021-08-04 23:23:22 UTC,2021-08-04 23:50:17 UTC,research,,https://www.inaturalist.org/observations/89969017,https://static.inaturalist.org/photos/148625756/medium.jpg,,,,3,0,False,3.0,"Oldoak Park Dr, San Antonio, TX, US",29.5675303708,-98.4288192529,24.0,,,,24.0,,open,False,,,Domestic Mallard,Anas platyrhynchos domesticus,Domestic Mallard,Aves,236935,,
75630,89971906,aeb46213-b53b-4f62-b2f9-afbcd8643507,2021/08/04 10:52 AM PDT,2021-08-04,2021-08-04 17:52:00 UTC,Pacific Time (US & Canada),2380625,mooseandsquirrel,,2021-08-04 23:53:29 UTC,2021-08-05 01:23:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89971906,https://inaturalist-open-data.s3.amazonaws.com/photos/148631270/medium.jpeg,,,,1,0,False,,"San Joaquin Marsh, Irvine, CA 92612, USA",33.6648232329,-117.8438186107,194.0,,,,194.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75631,89972613,fc079205-96a2-4634-b254-551ceea5104d,2021/06/22 11:05 AM UTC,2021-06-22,2021-06-22 11:05:00 UTC,UTC,2740046,bgaudubon,,2021-08-05 00:00:57 UTC,2021-08-07 01:20:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89972613,https://inaturalist-open-data.s3.amazonaws.com/photos/148632323/medium.jpeg,,,,2,0,False,,"Eastern Egg Rock, St George, ME 04860, USA",43.8607348,-69.38271,217.0,,,,217.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75632,89973332,043911c8-4170-49f2-b9a7-74feed03346e,2021/01/29 3:57 PM CST,2021-01-29,2021-01-29 21:57:00 UTC,Central Time (US & Canada),4788715,jozefkrichards,Jozef K. Richards,2021-08-05 00:07:26 UTC,2022-05-04 16:16:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89973332,https://inaturalist-open-data.s3.amazonaws.com/photos/148633756/medium.jpeg,,Sepulveda Basin Wildlife Reserve,,1,0,False,,"Los Angeles County, US-CA, US",34.1070760246,-118.4407948022,12.0,,,,28874.0,obscured,open,True,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75633,89973493,146e4f26-09d9-412a-b82c-80b86335cd44,2021/08/04 12:49 PM EDT,2021-08-04,2021-08-04 16:49:00 UTC,Eastern Time (US & Canada),1673632,megachile,Adam Kranz,2021-08-05 00:09:12 UTC,2021-08-05 01:22:33 UTC,research,CC0,https://www.inaturalist.org/observations/89973493,https://inaturalist-open-data.s3.amazonaws.com/photos/148632548/medium.jpeg,,,,1,0,False,,"Saginaw, MI, USA",43.4110648659,-83.953006714,4.0,,,,4.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75634,89974100,626be7a5-e241-427d-b36f-6e647ab1b407,Wed Aug 04 2021 17:13:59 GMT-0700 (PDT),2021-08-04,2021-08-05 00:13:59 UTC,Pacific Time (US & Canada),393286,arlincrane,,2021-08-05 00:15:42 UTC,2022-09-12 03:31:43 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89974100,https://inaturalist-open-data.s3.amazonaws.com/photos/148635643/medium.jpg,,,,2,0,False,3.0,"121st Dr NE, Lake Stevens, WA, US",48.033140224,-122.0667975343,9.0,,,,9.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75635,89976032,c5a2a9e6-5884-4c67-88f2-f7b28b21650e,2021-08-04 12:43:07 PM EDT,2021-08-04,2021-08-04 16:43:07 UTC,Eastern Time (US & Canada),1941017,bradynichols,Brady Nichols,2021-08-05 00:36:32 UTC,2021-08-08 01:39:01 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976032,https://inaturalist-open-data.s3.amazonaws.com/photos/148639329/medium.jpeg,,,"We weren't feeding the ducks don't worry, they were just weirdly friendly and started eating some of the fish we had just released from seining so we peaced out as to not accidentally imprint them on humans.",1,0,False,2.0,"Long Beach, NJ 08008, USA",39.5478549722,-74.255852,,,,,,,open,False,gps,gps,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75636,89976425,15e8c8a2-d142-442d-8ed4-da3901895550,Wed Aug 04 2021 17:36:52 GMT-0700 (PDT),2021-08-04,2021-08-05 00:36:52 UTC,Pacific Time (US & Canada),1721938,nicole7425562,,2021-08-05 00:40:29 UTC,2021-11-03 00:38:34 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976425,https://inaturalist-open-data.s3.amazonaws.com/photos/148640074/medium.jpg,,,,2,0,False,3.0,"La Paz Rd, Mission Viejo, CA, US",33.59607,-117.6560533333,4.0,,,,4.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75637,89976919,a746c7f1-3223-468b-98b3-cabbb2a55cb6,2021/08/04 8:05 AM EDT,2021-08-04,2021-08-04 12:05:00 UTC,Eastern Time (US & Canada),35078,srall,Sara Rall,2021-08-05 00:45:36 UTC,2021-08-08 01:39:41 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976919,https://inaturalist-open-data.s3.amazonaws.com/photos/148637344/medium.jpeg,,,,2,0,False,,"Galloway, NJ, USA",39.4599392275,-74.4239750001,2457.0,,,,2457.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75638,89976921,e0e50617-c4d3-4517-adb7-44711a46419d,2021/08/03 5:18 PM EDT,2021-08-03,2021-08-03 21:18:00 UTC,Eastern Time (US & Canada),35078,srall,Sara Rall,2021-08-05 00:45:37 UTC,2021-08-05 12:01:06 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976921,https://inaturalist-open-data.s3.amazonaws.com/photos/148637355/medium.jpeg,,,,1,0,False,,"Galloway, NJ, USA",39.4599392275,-74.4239750001,2457.0,,,,2457.0,,open,False,,,American Black Duck,Anas rubripes,American Black Duck,Aves,6924,,
75639,89976923,0aa41657-3962-48c3-bcd1-7a52b1df6579,2021/08/03 5:18 PM EDT,2021-08-03,2021-08-03 21:18:00 UTC,Eastern Time (US & Canada),35078,srall,Sara Rall,2021-08-05 00:45:38 UTC,2021-08-08 01:39:47 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976923,https://inaturalist-open-data.s3.amazonaws.com/photos/148637376/medium.jpeg,,,,2,0,False,,"Galloway, NJ, USA",39.4599392275,-74.4239750001,2457.0,,,,2457.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75640,89976924,86013b07-372c-4b0d-857b-b49bd51ff3d1,2021/08/04 8:07 AM EDT,2021-08-04,2021-08-04 12:07:00 UTC,Eastern Time (US & Canada),35078,srall,Sara Rall,2021-08-05 00:45:38 UTC,2021-08-05 01:42:32 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89976924,https://inaturalist-open-data.s3.amazonaws.com/photos/148637419/medium.jpeg,,,,2,0,False,,"Galloway, NJ, USA",39.4599392275,-74.4239750001,2457.0,,,,2457.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75641,89977066,897a5d04-c3cb-4d63-af96-a3c0e3e77f8f,Wed Aug 04 2021 11:22:25 GMT-0400 (EDT),2021-08-04,2021-08-04 15:22:25 UTC,Eastern Time (US & Canada),2053315,kristenrose,Kristen Rose,2021-08-05 00:46:28 UTC,2021-08-06 02:39:42 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89977066,https://inaturalist-open-data.s3.amazonaws.com/photos/148641138/medium.jpg,,,,2,0,False,3.0,"Long Island, West Sayville, NY, US",40.7242998378,-73.1080048948,747.0,,,,747.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75642,89979827,4ad3170d-73a2-4098-bfae-b450a2821f59,2021/04/23 1:27 PM CDT,2021-04-23,2021-04-23 18:27:00 UTC,Central Time (US & Canada),1717105,clay_s,Clay,2021-08-05 01:17:51 UTC,2021-08-05 06:44:33 UTC,research,CC-BY,https://www.inaturalist.org/observations/89979827,https://inaturalist-open-data.s3.amazonaws.com/photos/148645892/medium.jpeg,,,,3,0,False,,"Grapevine, TX, USA",32.9657215146,-97.095947113,195.0,,,,195.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75643,89980334,1a8d5be5-4fd3-46c5-925e-7fe40c13f335,2021/04/24 8:56 AM CDT,2021-04-24,2021-04-24 13:56:00 UTC,Central Time (US & Canada),1717105,clay_s,Clay,2021-08-05 01:24:09 UTC,2021-08-05 01:27:49 UTC,research,CC-BY,https://www.inaturalist.org/observations/89980334,https://inaturalist-open-data.s3.amazonaws.com/photos/148646709/medium.jpeg,,,,1,0,False,,"Grapevine, TX, USA",32.9657035117,-97.0960865878,195.0,,,,195.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75644,89980773,5c6a7002-cdbb-47cc-af2b-8ce87a454fb7,Fri Mar 05 2021 16:28:48 GMT-0500 (EST),2021-03-05,2021-03-05 21:28:48 UTC,Eastern Time (US & Canada),622252,liztrain,Elizabeth Train,2021-08-05 01:29:27 UTC,2021-08-05 02:03:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89980773,https://inaturalist-open-data.s3.amazonaws.com/photos/148648569/medium.jpg,,,,1,0,False,3.0,"Huntley Meadows Park, Alexandria, VA, US",38.7517450588,-77.1091505686,3815.0,,,,3815.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75645,89980787,da577a68-c66c-4891-885e-ababfb29c7cc,Fri Mar 05 2021 16:26:38 GMT-0500 (EST),2021-03-05,2021-03-05 21:26:38 UTC,Eastern Time (US & Canada),622252,liztrain,Elizabeth Train,2021-08-05 01:29:42 UTC,2021-08-05 01:31:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89980787,https://inaturalist-open-data.s3.amazonaws.com/photos/148648622/medium.jpg,,,,1,0,False,3.0,"Huntley Meadows Park, Alexandria, VA, US",38.7524552975,-77.1089514622,1571.0,,,,1571.0,,open,False,,,Green-winged Teal,Anas crecca,Green-winged Teal,Aves,6937,,
75646,89980814,0c13b831-927e-46fe-8bbf-1e8f52f37422,Fri Mar 05 2021 15:21:32 GMT-0500 (EST),2021-03-05,2021-03-05 20:21:32 UTC,Eastern Time (US & Canada),622252,liztrain,Elizabeth Train,2021-08-05 01:30:04 UTC,2021-08-05 02:01:56 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89980814,https://inaturalist-open-data.s3.amazonaws.com/photos/148648808/medium.jpg,,,,1,0,False,3.0,"Huntley Meadows Park, Alexandria, VA, US",38.7523741791,-77.1085418632,5056.0,,,,5056.0,,open,False,,,Northern Pintail,Anas acuta,Northern Pintail,Aves,6933,,
75647,89980929,96978c6a-7721-43d3-8c53-55588349d15a,Fri Mar 05 2021 14:47:46 GMT-0500 (EST),2021-03-05,2021-03-05 19:47:46 UTC,Eastern Time (US & Canada),622252,liztrain,Elizabeth Train,2021-08-05 01:31:26 UTC,2021-08-06 02:52:38 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89980929,https://inaturalist-open-data.s3.amazonaws.com/photos/148649063/medium.jpg,,,,3,1,False,3.0,"Huntley Meadows Park, Alexandria, VA, US",38.7515205214,-77.1085365496,6253.0,,,,6253.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75648,89981022,0716e8bf-429d-4d6b-b6ac-eb54685039c2,2021/08/04 3:25 PM PDT,2021-08-04,2021-08-04 22:25:00 UTC,Pacific Time (US & Canada),2096981,zaf2103,Zoë Ferraris,2021-08-05 01:32:25 UTC,2025-02-27 18:06:22 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89981022,https://inaturalist-open-data.s3.amazonaws.com/photos/148648474/medium.jpeg,,,,2,0,False,,"Presidio of San Francisco, San Francisco, CA, USA",37.7874705795,-122.4711937152,15.0,,,,15.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75649,89981023,fd148450-6895-46a9-8639-97594759eb7e,2021/08/04 3:28 PM PDT,2021-08-04,2021-08-04 22:28:00 UTC,Pacific Time (US & Canada),2096981,zaf2103,Zoë Ferraris,2021-08-05 01:32:25 UTC,2025-02-27 18:06:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89981023,https://inaturalist-open-data.s3.amazonaws.com/photos/148648534/medium.jpeg,,,,2,0,False,,"Presidio of San Francisco, San Francisco, CA, USA",37.7875080846,-122.4714726649,15.0,,,,15.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75650,89981200,be54fd87-4aba-4133-ae3d-6c2af2a93d21,Sun Mar 07 2021 10:57:32 GMT-0500 (EST),2021-03-07,2021-03-07 15:57:32 UTC,Eastern Time (US & Canada),622252,liztrain,Elizabeth Train,2021-08-05 01:34:46 UTC,2021-08-05 23:23:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89981200,https://inaturalist-open-data.s3.amazonaws.com/photos/148649745/medium.jpg,,,,1,0,False,3.0,"Huntley Meadows Park, Alexandria, VA, US",38.7521626663,-77.1094521941,2674.0,,,,2674.0,,open,False,,,American Black Duck,Anas rubripes,American Black Duck,Aves,6924,,
75651,89984080,d421bcb2-a5c6-4319-bf66-0e5fcb93eed4,2021/07/24 4:59 PM CDT,2021-07-24,2021-07-24 21:59:00 UTC,Central Time (US & Canada),1604342,kaf213,,2021-08-05 02:09:32 UTC,2021-08-05 15:21:09 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89984080,https://inaturalist-open-data.s3.amazonaws.com/photos/148654846/medium.jpeg,,,,1,0,False,,"Teton County, WY, USA",44.6483894137,-110.948034989,258.0,,,,258.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75652,89987502,69021e66-f3f1-44b3-b447-4bfe07cd6e45,Sat Jul 24 2021 08:06:53 GMT-0600 (MDT),2021-07-24,2021-07-24 14:06:53 UTC,Mountain Time (US & Canada),12036,zaccota,Zac Cota,2021-08-05 02:48:02 UTC,2021-08-05 13:17:36 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89987502,https://inaturalist-open-data.s3.amazonaws.com/photos/148661309/medium.jpg,,,,1,0,False,3.0,"Old City Park, Moab, UT, US",38.5393133333,-109.4966666667,4.0,,,,4.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75653,89989331,b2573c08-a442-429a-954d-0f4529d9b948,Wed Aug 04 2021 19:52:05 GMT-0400 (EDT),2021-08-04,2021-08-04 23:52:05 UTC,Eastern Time (US & Canada),4751282,andi333,,2021-08-05 03:10:13 UTC,2021-08-06 00:09:10 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89989331,https://inaturalist-open-data.s3.amazonaws.com/photos/148664837/medium.jpg,,,,3,0,False,3.0,"Centre Hall, PA, US",40.7774966667,-77.6804116667,4.0,,,,4.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75654,89991962,6de86a80-5954-46fe-b29a-04599168e0ab,Wed Aug 04 2021 23:41:25 GMT-0400 (EDT),2021-08-04,2021-08-05 03:41:25 UTC,Eastern Time (US & Canada),4657818,iuliia_b,,2021-08-05 03:41:36 UTC,2021-08-05 22:52:50 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89991962,https://inaturalist-open-data.s3.amazonaws.com/photos/148669426/medium.jpg,,,,1,0,False,3.0,"John F. Kennedy Memorial Park, Sayreville, NJ, US",40.4669956711,-74.3198865255,271.0,,,,271.0,,open,False,,,Mallard,Anas platyrhynchos,Mallard,Aves,6930,,
75655,89993636,cebb81db-9502-40b2-b60a-f4e95bb600db,2021/03/03 12:04 AM EST,2021-03-03,2021-03-03 05:04:00 UTC,Eastern Time (US & Canada),4757313,stitch58,Greg Miller,2021-08-05 04:08:16 UTC,2021-08-07 22:37:31 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89993636,https://inaturalist-open-data.s3.amazonaws.com/photos/148673032/medium.jpg,,,,3,0,False,,"Galloway, NJ, USA",39.4619887231,-74.4391305328,60.0,,,,60.0,,open,False,,,Northern Pintail,Anas acuta,Northern Pintail,Aves,6933,,
75656,89994904,0a8f55ab-ef53-44ba-ad62-58387dfddd9f,2021/04/12 12:29 AM EDT,2021-04-12,2021-04-12 04:29:00 UTC,Eastern Time (US & Canada),4757313,stitch58,Greg Miller,2021-08-05 04:31:05 UTC,2021-08-07 22:36:37 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/89994904,https://inaturalist-open-data.s3.amazonaws.com/photos/148675807/medium.jpg,,,,2,0,False,,"Galloway, NJ, USA",39.4673500744,-74.4184440566,33.0,,,,33.0,,open,False,,,Krickente,Anas crecca,Green-winged Teal,Aves,6937,,
